UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Air temperature [K]_lag_1,Air temperature [K]_lag_3,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_3,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_3,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_3,Tool wear [min]_lag_5,torque_speed_interaction,failure_label
9913,L57092,L,-0.7024092752447672,-0.7451572309007539,-1.1812910036453819,1.8872661052650317,-1.5545876136864702,0,No Failure,298.62,0.044721359447044924,309.0,0.07071067810426614,1468.0,99.39315871829061,45.2,9.58462310161458,4.2,3.492849839301694,298.6,298.7,298.6,309.0,309.1,309.1,1481.0,1607.0,1487.0,40.8,32.7,43.2,6.0,2.0,206.0,78027.59999999999,0
9914,L57093,L,-0.7524053088724167,-0.8125581165062826,0.28014984333919285,-0.9416633352720559,-1.5231662513215327,0,No Failure,298.6,0.07071067805280795,308.96000000000004,0.1140175425008044,1494.6,112.33343224525507,41.78,11.356583993437617,6.4,3.6469165057499424,298.6,298.6,298.6,308.9,309.0,309.0,1327.0,1469.0,1456.0,58.8,46.0,47.7,9.0,4.0,0.0,48623.4,0
9915,L57094,L,-0.7524053088724167,-0.8125581165062826,0.731969341834424,-1.0419799820996123,-1.491744888956595,0,No Failure,298.56,0.054772255663633036,308.9,0.09999999998929422,1507.2,130.20445460889312,41.16,12.040265777797574,8.6,3.646916505750148,298.5,298.6,298.7,308.8,309.0,309.1,1589.0,1481.0,1607.0,30.6,40.8,32.7,11.0,6.0,2.0,49432.0,0
9916,M24775,M,-0.7524053088724167,-0.8799590021118496,0.6873451938348949,-1.1723916229754356,-1.4603235265916574,0,No Failure,298.54,0.054772255662699006,308.84,0.11401754250025474,1545.8,143.93297051057937,37.62,12.837133636447158,10.8,3.4928498393023384,298.5,298.6,298.6,308.8,308.9,309.0,1670.0,1327.0,1469.0,29.6,58.8,46.0,13.0,9.0,4.0,47034.6,0
9917,M24776,M,-0.7524053088724167,-0.8125581165062826,0.07934117734131232,-0.5103017539135641,-1.4131914830442511,0,No Failure,298.52,0.04472135944130372,308.8,0.07071067810278897,1560.2,139.35817162979467,36.44,12.742566460489932,13.2,3.4928498393025724,298.5,298.5,298.6,308.7,308.8,309.0,1662.0,1589.0,1481.0,28.3,30.6,40.8,15.0,11.0,6.0,54199.7,0
9918,M24777,M,-0.7524053088724167,-0.8125581165062826,0.10165325134107683,-0.399953442403252,-1.3660594394968446,0,No Failure,298.5,0.0,308.78000000000003,0.044721359524709445,1606.2,56.41542342302593,31.879999999999995,3.381863391682526,15.6,3.9749213828599985,298.5,298.5,298.6,308.8,308.8,308.9,1553.0,1670.0,1327.0,34.9,29.6,58.8,18.0,13.0,9.0,56052.0,0
9919,L57098,L,-0.8024013425000663,-0.8125581165062826,-1.0418405411468539,1.676601146927164,-1.3189273959494383,0,No Failure,298.48,0.044721359439057126,308.78,0.044721359524709445,1558.8,128.27587458286652,37.1,11.444430960078488,18.2,4.438468204225352,298.5,298.5,298.5,308.8,308.7,308.8,1557.0,1662.0,1589.0,36.0,28.3,30.6,21.0,15.0,11.0,76658.40000000001,0
9920,L57099,L,-0.7524053088724167,-0.8125581165062826,-1.3040074106440867,1.8772344405822765,-1.2875060335845006,0,No Failure,298.48,0.044721359439057126,308.78000000000003,0.044721359524709445,1485.8,151.01556211198664,42.92,13.827942724787503,20.8,4.438468204225552,298.4,298.5,298.5,308.8,308.8,308.8,1352.0,1553.0,1670.0,56.7,34.9,29.6,24.0,18.0,13.0,76603.5,0
9921,H39334,H,-0.7524053088724167,-0.8799590021118496,-0.49519472815262355,0.3925480675344427,-1.256084671219563,0,No Failure,298.48,0.044721359439057126,308.78000000000003,0.044721359524709445,1443.4,114.5307818885355,46.04,11.21819949902853,23.4,3.974921382860668,298.5,298.5,298.5,308.8,308.8,308.7,1305.0,1557.0,1662.0,58.7,36.0,28.3,26.0,21.0,15.0,63655.0,0
9922,M24781,M,-0.7524053088724167,-0.8799590021118496,-1.0697306336465593,0.8540046429412019,-1.177531265307219,0,No Failure,298.48,0.044721359439057126,308.76,0.05477225572969488,1402.2,101.56623454671978,48.760000000000005,9.33209515596601,26.4,4.505552130419201,298.5,298.4,298.5,308.7,308.8,308.8,1450.0,1352.0,1553.0,43.9,56.7,34.9,28.0,24.0,18.0,65329.5,0
9923,H39336,H,-0.7024092752447672,-0.8125581165062826,0.15185541784054696,-0.08897183723782728,-1.1303992217598127,0,No Failure,298.5,0.07071067804922111,308.76,0.05477225572969488,1404.0,105.01666534412192,49.38000000000001,8.320576903076153,29.4,4.979959839188168,298.5,298.5,298.5,308.7,308.8,308.8,1347.0,1305.0,1557.0,48.5,58.7,36.0,33.0,26.0,21.0,61230.600000000006,0
9924,M24783,M,-0.7524053088724167,-0.8799590021118496,0.42517832433766206,-0.6708083888376544,-1.0518458158474686,0,No Failure,298.52,0.044721359441336296,308.74,0.054772255729510666,1456.6,134.25460885943284,44.7,9.648834126463356,32.8,6.058052492338554,298.6,298.5,298.4,308.8,308.7,308.8,1566.0,1450.0,1352.0,39.1,43.9,56.7,36.0,28.0,24.0,53779.49999999999,0
9925,M24784,M,-0.7524053088724167,-0.9473598877173782,-0.8633439491487378,1.445872859223784,-1.0047137723000623,0,No Failure,298.52,0.044721359441336296,308.7,0.07071067810209161,1472.4,115.25753771445628,43.84,8.16688435084052,36.4,6.348228099236181,298.5,298.5,298.5,308.7,308.7,308.8,1615.0,1347.0,1305.0,33.3,48.5,58.7,41.0,33.0,26.0,75289.59999999999,0
9926,M24785,M,-0.7524053088724167,-0.8799590021118496,-0.9581702636477369,0.7336246667481341,-0.9575817287526558,0,No Failure,298.52,0.044721359441336296,308.7,0.07071067810209161,1455.8,124.86672895531183,44.519999999999996,8.313362737184265,40.2,5.718391382192584,298.5,298.6,298.5,308.6,308.8,308.7,1384.0,1566.0,1450.0,54.4,39.1,43.9,44.0,36.0,28.0,64659.1,0
9927,M24786,M,-0.7524053088724167,-0.9473598877173782,1.9981795413210592,-1.9849564622786418,-0.9104496852052494,0,No Failure,298.52,0.044721359441336296,308.68,0.0836660026392821,1565.8,214.8760107596921,38.86,13.151920011922336,43.6,5.412947441083899,298.5,298.5,298.5,308.7,308.7,308.7,1367.0,1615.0,1347.0,47.3,33.3,48.5,47.0,41.0,33.0,38319.4,0
9928,L57107,L,-0.7524053088724167,-0.9473598877173782,-0.09357739615686254,-0.30966846025845146,-0.863317641657843,0,No Failure,298.5,0.0,308.64,0.054772255728579244,1557.0,215.76491837182272,38.419999999999995,13.178656987720835,47.0,4.743416490246144,298.5,298.5,298.6,308.6,308.6,308.8,1897.0,1384.0,1566.0,20.2,54.4,39.1,50.0,44.0,36.0,56161.799999999996,0
9929,M24788,M,-0.8024013425000663,-1.0147607733229451,0.20763560283995822,-1.2626766051202365,-0.8318962792929054,0,No Failure,298.48,0.044721359439089704,308.6,0.0707106781014063,1549.2,213.84036101727688,37.239999999999995,13.990818417805409,49.8,4.438468204227778,298.5,298.5,298.5,308.6,308.7,308.7,1522.0,1367.0,1615.0,36.9,47.3,33.3,53.0,47.0,41.0,43182.399999999994,0
9930,H39343,H,-0.8024013425000663,-1.0821616589285121,-0.3334321916543309,-0.07894017255507152,-0.784764235745499,0,No Failure,298.46,0.05477225565904656,308.56000000000006,0.11401754249905324,1568.2,199.21270039834135,34.2,10.561013208968292,52.6,4.27784992723481,298.4,298.5,298.5,308.5,308.6,308.6,1576.0,1897.0,1384.0,27.4,20.2,54.4,55.0,50.0,44.0,57976.8,0
9931,L57110,L,-0.8523973761276875,-1.149562544534041,-0.4840386911527413,0.5530547024585329,-0.706210829833155,0,No Failure,298.41999999999996,0.08366600259231598,308.48,0.13038404809425994,1585.2,180.49847644786178,33.84,10.019630731718747,55.8,4.969909455910143,298.4,298.5,298.5,308.4,308.6,308.7,1479.0,1522.0,1367.0,39.2,36.9,47.3,58.0,53.0,47.0,66066.0,0
9932,L57111,L,-0.8523973761276875,-1.149562544534041,-0.5955990611515638,0.6934980080171117,-0.6747894674682174,0,No Failure,298.38,0.08366600259110833,308.41999999999996,0.1303840480940343,1492.2,57.71654875336287,39.17999999999999,7.80237143437835,58.8,5.118593556822724,298.3,298.4,298.5,308.3,308.5,308.6,1452.0,1576.0,1897.0,45.5,27.4,20.2,63.0,55.0,50.0,67160.8,0
9933,L57112,L,-0.8523973761276875,-1.216963430139608,0.6929232123348361,-1.16235995829268,-0.6433681051032798,0,No Failure,298.34000000000003,0.05477225565353965,308.34000000000003,0.11401754249812684,1520.4,96.9963916854607,37.480000000000004,9.220466365645672,61.6,4.979959839190374,298.3,298.4,298.5,308.3,308.4,308.6,1432.0,1479.0,1522.0,46.9,39.2,36.9,65.0,58.0,53.0,47229.2,0
9934,L57113,L,-0.8523973761276875,-1.149562544534041,0.3247739913387218,-0.7610933709824549,-0.6119467427383422,0,No Failure,298.32,0.0447213594301359,308.3,0.07071067809939403,1524.6,100.40069720873113,38.480000000000004,8.050900570743822,64.4,4.219004621939983,298.3,298.3,298.4,308.2,308.3,308.5,1663.0,1452.0,1576.0,28.4,45.5,27.4,67.0,63.0,55.0,51742.799999999996,0
9935,L57114,L,-0.8523973761276875,-1.216963430139608,-0.37247832115391877,0.4326747262654651,-0.5805253803734046,0,No Failure,298.3,0.0,308.26,0.054772255725358716,1523.2,101.24080205134348,39.5,8.47673286119147,67.0,3.162277660160904,298.3,298.3,298.4,308.3,308.3,308.4,1597.0,1432.0,1479.0,32.4,46.9,39.2,69.0,65.0,58.0,65209.6,0
9936,L57115,L,-0.8024013425000663,-1.149562544534041,-0.4840386911527413,0.8540046429412019,-0.549104018008467,0,No Failure,298.32,0.0447213594301359,308.26,0.054772255725358716,1523.2,101.24080205134348,40.1,9.091479527557844,69.0,3.1622776601611187,298.3,298.3,298.3,308.2,308.2,308.3,1472.0,1663.0,1452.0,44.3,28.4,45.5,71.0,67.0,63.0,70422.0,0
9937,H39350,H,-0.8523973761276875,-1.216963430139608,-0.02664117415756904,-0.6808400535204094,-0.5176826556435293,0,No Failure,298.32,0.0447213594301359,308.24,0.05477225572519137,1543.6,87.63161529949856,37.36,8.579801862514254,71.0,3.162277660161333,298.4,298.3,298.3,308.3,308.3,308.3,1452.0,1597.0,1432.0,48.5,32.4,46.9,73.0,69.0,65.0,50928.8,0
9938,L57117,L,-0.8523973761276875,-1.2843643157451365,-0.18840371065586167,0.6132446905550669,-0.4391292497311854,0,No Failure,298.32,0.0447213594301359,308.21999999999997,0.08366600263670923,1512.0,56.91660566125942,40.9,7.5481785882425605,73.6,4.2190046219407265,298.3,298.3,298.3,308.2,308.2,308.2,1534.0,1472.0,1663.0,33.2,44.3,28.4,75.0,71.0,67.0,69380.5,0
9939,L57118,L,-0.8523973761276875,-1.2843643157451365,-0.060109285157215794,-0.6106184007411204,-0.40770788736624775,0,No Failure,298.32000000000005,0.0447213594301359,308.18,0.08366600263647483,1498.2,35.48520818593724,41.2,7.144928271158745,76.2,4.658325879536443,298.3,298.4,298.3,308.1,308.3,308.3,1505.0,1452.0,1597.0,46.1,48.5,32.4,80.0,73.0,69.0,51799.2,0
9940,H39353,H,-0.8523973761276875,-1.2843643157451365,6.120335212777551,-2.7272996488025583,-0.37628652500131016,0,No Failure,298.32000000000005,0.0447213594301359,308.16,0.08944271908404024,1731.0,506.94181125647873,34.9,14.165980375533595,78.8,4.6583258795366325,298.3,298.3,298.3,308.1,308.2,308.2,1528.0,1534.0,1472.0,33.9,33.2,44.3,82.0,75.0,71.0,33740.8,0
9941,M24800,M,-0.8523973761276875,-1.2843643157451365,1.0220263038313624,-1.1422966289271685,-0.29773311908896616,0,No Failure,298.3,0.0,308.12,0.04472135951767092,1785.0,483.63726076471744,30.919999999999998,12.023185933853078,82.0,5.147815070489898,298.3,298.3,298.4,308.1,308.1,308.3,2636.0,1505.0,1452.0,12.8,46.1,48.5,84.0,80.0,73.0,49249.200000000004,0
9942,L57121,L,-0.8024013425000663,-1.2843643157451365,-0.8019857456493854,0.4025797322171985,-0.25060107554155975,0,No Failure,298.32000000000005,0.0447213594301359,308.1,0.0,1757.2,505.18679713547476,33.08,13.423747613837303,85.4,4.979959839192003,298.3,298.3,298.3,308.1,308.1,308.2,1722.0,1528.0,1534.0,28.6,33.9,33.2,89.0,82.0,75.0,61380.0,0
9943,L57122,L,-0.8024013425000663,-1.2843643157451365,-0.9135461156482079,1.0847329306445812,-0.21917971317662216,0,No Failure,298.34000000000003,0.05477225565353966,308.1,0.0,1731.2,524.3917428793089,34.02,14.670105657424651,88.2,5.118593556824682,298.4,298.3,298.3,308.1,308.1,308.1,1395.0,2636.0,1505.0,44.0,12.8,46.1,92.0,84.0,80.0,69850.0,0
9944,M24803,M,-0.8523973761276875,-1.3517652013507035,1.267459117828772,-1.403119910678815,-0.18775835081168454,0,No Failure,298.34,0.05477225565353966,308.08000000000004,0.04472135951728961,1778.8,511.9909178881978,32.44,15.105230882048861,91.0,4.690415759820129,298.4,298.3,298.3,308.1,308.1,308.1,1375.0,1722.0,1528.0,50.8,28.6,33.9,94.0,89.0,82.0,45916.0,0
9945,L57124,L,-0.8523973761276875,-1.4191660869562706,-0.7796736716496209,0.7837829901619122,-0.14062630726427813,0,No Failure,298.34000000000003,0.05477225565353966,308.0400000000001,0.08944271908343807,1531.4,194.9110053332015,39.44,11.37840059059283,94.0,3.8078865529281565,298.3,298.4,298.3,308.0,308.1,308.1,1766.0,1395.0,2636.0,26.0,44.0,12.8,96.0,92.0,84.0,66872.2,0
9946,L57125,L,-0.8523973761276875,-1.3517652013507035,0.21879163983984046,-0.21938347811365091,-0.10920494489934053,0,No Failure,298.34000000000003,0.05477225565353966,308.02,0.08366600263559373,1502.6,168.5654175683711,41.279999999999994,9.825069974305704,96.4,3.6469165057583535,298.3,298.4,298.3,307.9,308.1,308.1,1399.0,1375.0,1722.0,47.8,50.8,28.6,99.0,94.0,89.0,59648.399999999994,0
9947,L57126,L,-0.8523973761276875,-1.4191660869562706,-0.20513776615568505,0.20194643856208588,-0.07778358253440293,0,No Failure,298.32,0.0447213594301359,307.98,0.08366600263537463,1524.0,157.94777617934136,40.879999999999995,9.72687000015953,98.6,3.646916505758561,298.3,298.3,298.4,308.0,308.0,308.1,1578.0,1766.0,1395.0,37.8,26.0,44.0,101.0,96.0,92.0,63084.0,0
9948,M24807,M,-0.9023934097553371,-1.4191660869562706,-0.05453126665727467,-0.33976345430671806,-0.046362220169465326,0,No Failure,298.28000000000003,0.0447213594279751,307.93999999999994,0.05477225572261567,1554.8,134.97296025500557,38.04,8.031687244907085,100.8,3.492849839311123,298.3,298.3,298.4,307.9,307.9,308.1,1502.0,1399.0,1375.0,42.0,47.8,50.8,103.0,99.0,94.0,55961.4,0
9949,L57128,L,-0.9023934097553371,-1.4865669725617991,1.4794238208265347,-1.4934048928236157,0.0007698233779410749,0,No Failure,298.26,0.05477225564998515,307.9,0.07071067809675076,1562.4,150.06431954331885,37.86,8.3718576194297,103.2,3.492849839311356,298.2,298.3,298.3,307.9,308.0,308.0,1529.0,1578.0,1766.0,36.6,37.8,26.0,105.0,101.0,96.0,45280.4,0
9950,M24809,M,-0.9023934097553371,-1.4865669725617991,-0.7127374496503274,1.3455562123962277,0.03219118574287868,0,No Failure,298.23999999999995,0.05477225564907446,307.88,0.08366600263476826,1564.8,146.85945662434986,38.980000000000004,10.207448260951573,105.4,3.6469165057591963,298.2,298.3,298.3,307.8,307.9,307.9,1804.0,1502.0,1399.0,25.1,42.0,47.8,108.0,103.0,99.0,75347.4,0
9951,L57130,L,-0.9523894433829583,-1.4865669725617991,-0.7015814126504452,1.4157778651755175,0.07932322929028508,0,No Failure,298.2,0.07071067803866055,307.84000000000003,0.05477225572168423,1531.8,161.00838487482352,42.24,12.153723709217832,107.8,3.9623225512293305,298.2,298.2,298.3,307.8,307.9,308.0,1411.0,1529.0,1578.0,53.4,36.6,37.8,110.0,105.0,101.0,76443.3,0
9952,L57131,L,-0.9023934097553371,-1.4865669725617991,-1.0251064856470304,1.9474560933615657,0.11074459165522269,0,No Failure,298.18,0.04472135942238801,307.82,0.04472135951448535,1502.4,180.0994169896152,45.72,14.35886485764122,110.2,3.962322551229536,298.1,298.2,298.3,307.8,307.8,307.9,1413.0,1804.0,1502.0,54.1,25.1,42.0,113.0,108.0,103.0,80487.0,0
9953,L57132,L,-0.9023934097553371,-1.4865669725617991,-0.6123331166513871,0.6934980080171117,0.1421659540201603,0,No Failure,298.18,0.04472135942238801,307.8,0.0,1482.4,181.9499931299787,47.779999999999994,13.432311789115243,112.6,3.6469165057598687,298.2,298.2,298.2,307.8,307.8,307.9,1355.0,1411.0,1529.0,59.4,53.4,36.6,115.0,110.0,105.0,67020.09999999999,0
9954,L57133,L,-0.9523894433829583,-1.4865669725617991,0.14627739934060582,-0.4701750951825417,0.1735873163850979,0,No Failure,298.15999999999997,0.05477225564541552,307.8,0.0,1434.6,78.09481416841524,49.82,9.250243240045345,114.8,3.4928498393124885,298.2,298.1,298.2,307.8,307.8,307.8,1429.0,1413.0,1804.0,46.9,54.1,25.1,117.0,113.0,108.0,55244.49999999999,0
9955,M24814,M,-0.9523894433829583,-1.4191660869562706,-0.5175068021523881,0.28219975602413067,0.2050086787500355,0,No Failure,298.14,0.05477225564451651,307.82,0.04472135951445676,1441.6,77.0116874246975,47.7,9.437425496394892,117.0,3.162277660166288,298.1,298.2,298.2,307.8,307.8,307.8,1565.0,1355.0,1411.0,35.3,59.4,53.4,119.0,115.0,110.0,61888.799999999996,0
9956,M24815,M,-0.9023934097553371,-1.4191660869562706,-0.42825850615333005,-0.1190668312860946,0.2521407222974419,0,No Failure,298.15999999999997,0.05477225564539866,307.84000000000003,0.05477225572162715,1451.4,75.56652698119261,44.64,9.323250506127357,119.2,3.4928498393129157,298.1,298.2,298.1,307.9,307.8,307.8,1446.0,1429.0,1413.0,42.8,46.9,54.1,121.0,117.0,113.0,56725.6,0
9957,M24816,M,-0.9023934097553371,-1.4865669725617991,0.21879163983984046,-0.5504284126445864,0.2992727658448483,0,No Failure,298.15999999999997,0.05477225564539866,307.84000000000003,0.05477225572162715,1496.0,70.05355094496858,39.66,5.211813503954589,121.6,3.9749213828690872,298.2,298.1,298.2,307.9,307.8,307.8,1462.0,1565.0,1355.0,38.8,35.3,59.4,124.0,119.0,115.0,54441.0,0
9958,L57137,L,-0.9523894433829583,-1.4865669725617991,0.37497615783819194,-0.7009033828859209,0.3464048093922547,0,No Failure,298.14,0.054772255644516515,307.84,0.05477225572162715,1531.4,72.4140870273133,36.879999999999995,3.9353525890322842,124.2,4.43846820423349,298.2,298.1,298.2,307.8,307.9,307.8,1578.0,1446.0,1429.0,34.5,42.8,46.9,127.0,121.0,117.0,52998.0,0
9959,M24818,M,-0.9523894433829583,-1.4865669725617991,-0.07684334065703917,-0.40998510708600777,0.3778261717571923,0,No Failure,298.14,0.054772255644516515,307.84000000000003,0.05477225572162715,1523.4,69.94140404652529,37.0,3.8839412971880916,126.8,4.438468204233689,298.1,298.2,298.1,307.8,307.9,307.8,1606.0,1462.0,1565.0,33.0,38.8,35.3,130.0,124.0,119.0,54747.5,0
9960,L57139,L,-0.9523894433829583,-1.4865669725617991,-0.8912340416484434,0.9141946310377358,0.4249582153045987,0,No Failure,298.14,0.054772255644516515,307.82000000000005,0.04472135951444007,1510.0,91.5559937961426,38.26,6.425962962856483,129.6,4.27784992724094,298.1,298.2,298.1,307.8,307.8,307.9,1525.0,1578.0,1446.0,35.9,34.5,42.8,132.0,127.0,121.0,67708.90000000001,0
9961,L57140,L,-0.9023934097553371,-1.4865669725617991,0.20205758434001708,-0.5002700892308083,0.4563795776695363,0,No Failure,298.14,0.054772255644516515,307.8,0.0,1532.6,90.68792642904184,37.5,6.569246532137699,132.2,3.962322551231419,298.1,298.1,298.2,307.8,307.8,307.9,1379.0,1606.0,1462.0,49.1,33.0,38.8,135.0,130.0,124.0,55125.0,0
9962,L57141,L,-0.9023934097553371,-1.4191660869562706,-0.7796736716496209,1.496031182637562,0.48780094003447394,0,No Failure,298.14,0.054772255644516515,307.82000000000005,0.044721359514411474,1496.8,102.80661457318446,41.58,9.787083324464119,134.6,3.646916505761912,298.2,298.1,298.2,307.8,307.8,307.8,1575.0,1525.0,1578.0,35.0,35.9,34.5,137.0,132.0,127.0,76805.09999999999,0
9963,L57142,L,-0.9023934097553371,-1.4191660869562706,-0.6123331166513871,0.9442896250860024,0.5192223023994115,0,No Failure,298.15999999999997,0.05477225564539866,307.84000000000003,0.054772255721590175,1461.4,84.6805762852338,44.86,8.900730307115477,136.8,3.492849839314619,298.2,298.1,298.1,307.9,307.8,307.8,1399.0,1379.0,1606.0,54.9,49.1,33.0,139.0,135.0,130.0,70592.59999999999,0
9964,L57143,L,-0.8523973761276875,-1.4191660869562706,-0.5788650056517404,-0.008718519775782523,0.5506436647643491,0,No Failure,298.2,0.07071067803858266,307.86,0.05477225572172899,1443.4,76.99870128774448,45.66,8.031375971774953,139.0,3.1622776601686438,298.2,298.2,298.1,307.9,307.8,307.8,1429.0,1575.0,1525.0,49.4,35.0,35.9,141.0,137.0,132.0,57256.5,0
9965,L57144,L,-0.8523973761276875,-1.4191660869562706,1.267459117828772,-1.352961587265037,0.5820650271292868,0,No Failure,298.24,0.05477225564888052,307.88,0.04472135951492149,1520.8,153.03986408775756,41.14,11.30411429524682,141.0,3.162277660168864,298.3,298.2,298.1,307.9,307.9,307.8,1435.0,1399.0,1379.0,39.9,54.9,49.1,143.0,139.0,135.0,46799.0,0
9966,L57145,L,-0.8523973761276875,-1.4191660869562706,0.916043952332481,-1.112201634878902,0.6134863894942243,0,No Failure,298.26000000000005,0.054772255649734126,307.9,0.0,1546.4,173.68592343652753,39.92,12.407739520154482,143.0,3.1622776601690843,298.3,298.2,298.2,307.9,307.9,307.8,1766.0,1429.0,1575.0,26.5,49.4,35.0,145.0,141.0,137.0,49216.7,0
9967,L57146,L,-0.8523973761276875,-1.4191660869562706,-0.1772476736559794,0.12169312110004112,0.6449077518591619,0,No Failure,298.28000000000003,0.044721359427614446,307.9,0.0,1568.0,156.65248162732468,37.17999999999999,9.427459891190367,145.0,3.1622776601693046,298.3,298.3,298.2,307.9,307.9,307.9,1703.0,1435.0,1399.0,28.9,39.9,54.9,147.0,143.0,139.0,62088.4,0
9968,M24827,M,-0.8523973761276875,-1.4191660869562706,0.3917102133380153,-0.7610933709824549,0.6763291142240996,0,No Failure,298.3,0.0,307.9,0.0,1604.0,136.05146085213235,33.78,6.542705862256278,147.0,3.162277660169525,298.3,298.3,298.2,307.9,307.9,307.9,1507.0,1766.0,1429.0,41.2,26.5,49.4,149.0,145.0,141.0,52131.6,0
9969,L57148,L,-0.8024013425000663,-1.3517652013507035,0.36939813933825083,-0.7610933709824549,0.723461157771506,0,No Failure,298.32,0.04472135942974664,307.91999999999996,0.044721359515331405,1638.0,99.62429422585285,32.28,5.577364969230765,149.2,3.4928498393158485,298.3,298.3,298.3,307.9,307.9,307.9,1609.0,1703.0,1435.0,32.4,28.9,39.9,151.0,147.0,143.0,52002.0,0
9970,L57149,L,-0.8024013425000663,-1.2843643157451365,-0.2664959696550374,1.0044796131825364,0.7548825201364435,0,No Failure,298.34000000000003,0.05477225565322184,307.96,0.08944271908289549,1583.0,86.31338250815628,36.980000000000004,8.58149171181812,151.4,3.646916505763499,298.4,298.3,298.3,308.0,307.9,307.9,1605.0,1507.0,1766.0,32.4,41.2,26.5,154.0,149.0,145.0,74550.0,0
